faa,name,lat,lon,alt,tz,dst,tzone
JKA,Jack Edwards Airport,30.29050064,-87.67179871,17,-6.0,A,2.0
JLN,Joplin Regional Airport,37.151798248291016,-94.49829864501953,981,-6.0,A,2.0
JMS,Jamestown Regional Airport,46.92969894,-98.67819977,1500,-6.0,A,2.0
JNU,Juneau International Airport,58.35499954223633,-134.5760040283203,21,-9.0,A,5.0
JOT,Joliet Regional Airport,41.51779938,-88.17549896,582,-6.0,A,2.0
JST,John Murtha Johnstown Cambria County Airport,40.31610107421875,-78.83390045166016,2284,-5.0,A,1.0
JSV,Sallisaw Municipal Airport,35.4382019,-94.80280304,527,-5.0,A,
JVL,Southern Wisconsin Regional Airport,42.620300293,-89.0416030884,808,-6.0,A,2.0
JXN,Jackson County Reynolds Field,42.259799957300004,-84.45939636230001,1001,-5.0,A,1.0
JYL,Plantation Airpark,32.645301818847656,-81.59709930419922,188,-5.0,A,1.0
JYO,Leesburg Executive Airport,39.077999114990234,-77.55750274658203,389,-5.0,A,1.0
JZI,Charleston Executive Airport,32.70090103149414,-80.00289916992188,17,-5.0,A,1.0
JZP,Pickens County Airport,34.453399658203125,-84.4573974609375,1535,-5.0,A,1.0
K83,Sabetha Municipal Airport,39.90420150756836,-95.77940368652344,1330,-6.0,A,2.0
KAL,Kaltag Airport,64.31909943,-158.7409973,181,-9.0,A,5.0
KFP,False Pass Airport,54.8474006652832,-163.41000366210938,20,-9.0,A,5.0
KGK,Koliganek Airport,59.726600647,-157.259002686,269,-9.0,A,5.0
KKA,Koyuk Alfred Adams Airport,64.9394989014,-161.154006958,154,-9.0,A,5.0
KKH,Kongiganak Airport,59.960800170899994,-162.880996704,30,-9.0,A,5.0
KLG,Kalskag Airport,61.53630065917969,-160.34100341796875,55,-9.0,A,5.0
KLN,Larsen Bay Airport,57.5350990295,-153.977996826,87,-9.0,A,5.0
KLS,Southwest Washington Regional Airport,46.11800003049999,-122.898002625,20,-8.0,A,6.0
KLW,Klawock Airport,55.579200744599994,-133.076004028,80,-9.0,A,5.0
KMO,Manokotak Airport,58.990200042699996,-159.050003052,100,-9.0,A,5.0
KNW,New Stuyahok Airport,59.4499015808,-157.32800293,364,-9.0,A,5.0
KOA,Kona International At Keahole Airport,19.738800048828125,-156.04600524902344,47,-10.0,N,8.0
KOT,Kotlik Airport,63.0306015015,-163.533004761,15,-9.0,A,5.0
KPN,Kipnuk Airport,59.932998657199995,-164.031005859,11,-9.0,A,5.0
KPV,Perryville Airport,55.905998,-159.162993,29,-9.0,A,5.0
KQA,Akutan Seaplane Base,54.1337704415,-165.778895617,0,-9.0,A,5.0
KSM,St Mary's Airport,62.0605011,-163.302002,312,-9.0,A,5.0
KTN,Ketchikan International Airport,55.35559845,-131.7140045,89,-9.0,A,5.0
KTS,Brevig Mission Airport,65.3312988281,-166.466003418,38,-9.0,A,5.0
KUK,Kasigluk Airport,60.87440109,-162.5240021,48,-9.0,A,5.0
KVC,King Cove Airport,55.11629867553711,-162.26600646972656,155,-9.0,A,5.0
KVL,Kivalina Airport,67.73619842529297,-164.56300354003906,13,-9.0,A,5.0
KWK,Kwigillingok Airport,59.876499,-163.169005,18,-9.0,A,5.0
KWN,Quinhagak Airport,59.75510025,-161.8450012,42,-9.0,A,5.0
KWT,Kwethluk Airport,60.790298461899994,-161.444000244,25,-9.0,A,5.0
KYK,Karluk Airport,57.5671005249,-154.449996948,137,-9.0,A,5.0
KYU,Koyukuk Airport,64.8760986328,-157.727005005,149,-9.0,A,5.0
LAA,Lamar Municipal Airport,38.069698333699996,-102.68800354,3706,-7.0,A,3.0
LAF,Purdue University Airport,40.41230010986328,-86.93689727783203,606,-5.0,A,1.0
LAL,Lakeland Linder Regional Airport,27.988899231,-82.0186004639,142,-5.0,A,1.0
LAM,Los Alamos Airport,35.8797988892,-106.268997192,7171,-7.0,A,3.0
LAN,Capital City Airport,42.77870178222656,-84.58740234375,861,-5.0,A,1.0
LAR,Laramie Regional Airport,41.31209945678711,-105.67500305175781,7284,-7.0,A,3.0
LAS,McCarran International Airport,36.08010101,-115.1520004,2181,-8.0,A,6.0
LAW,Lawton Fort Sill Regional Airport,34.5676994324,-98.4166030884,1110,-6.0,A,2.0
LAX,Los Angeles International Airport,33.94250107,-118.4079971,125,-8.0,A,6.0
LBB,Lubbock Preston Smith International Airport,33.66360092163086,-101.822998046875,3282,-6.0,A,2.0
LBE,Arnold Palmer Regional Airport,40.27590179,-79.40480042,1199,-5.0,A,1.0
LBF,North Platte Regional Airport Lee Bird Field,41.12620163,-100.6839981,2777,-6.0,A,2.0
LBL,Liberal Mid-America Regional Airport,37.0442009,-100.9599991,2885,-6.0,A,2.0
LBT,Lumberton Regional Airport,34.6099014282,-79.05940246579999,126,-5.0,A,1.0
LCH,Lake Charles Regional Airport,30.126100540161133,-93.22329711914062,15,-6.0,A,2.0
LCK,Rickenbacker International Airport,39.813801,-82.927803,744,-5.0,A,1.0
LCQ,Lake City Gateway Airport,30.1819992065,-82.57689666750001,201,-5.0,A,1.0
LDJ,Linden Airport,40.617401123,-74.2445983887,23,-5.0,A,1.0
LDM,Mason County Airport,43.96250153,-86.40789795,646,-5.0,A,
LEB,Lebanon Municipal Airport,43.626098632799994,-72.30419921880001,603,-5.0,A,1.0
LEE,Leesburg International Airport,28.82309914,-81.80870056,76,-5.0,A,
LEW,Auburn Lewiston Municipal Airport,44.048500061,-70.2835006714,288,-5.0,A,1.0
LEX,Blue Grass Airport,38.0364990234375,-84.60590362548828,979,-5.0,A,1.0
LFI,Langley Air Force Base,37.082901001,-76.360496521,11,-5.0,A,1.0
LFK,Angelina County Airport,31.2339992523,-94.75,296,-6.0,A,2.0
LFT,Lafayette Regional Airport,30.20529938,-91.98760223,42,-6.0,A,2.0
LGA,La Guardia Airport,40.77719879,-73.87259674,21,-5.0,A,1.0
LGB,Long Beach /Daugherty Field/ Airport,33.81769943,-118.1520004,60,-8.0,A,6.0
LGC,Lagrange Callaway Airport,33.0088996887,-85.0726013184,693,-5.0,A,1.0
LGD,La Grande/Union County Airport,45.2901992798,-118.007003784,2717,-7.0,A,
LGU,Logan-Cache Airport,41.7911987305,-111.851997375,4457,-7.0,A,3.0
LHD,Lake Hood Seaplane Base,61.18000030517578,-149.9720001220703,71,-9.0,A,5.0
LHM,Lincoln Regional Karl Harder Field,38.90919876098633,-121.35099792480469,121,-8.0,A,6.0
LHV,William T. Piper Memorial Airport,41.13560104,-77.42230225,556,-5.0,A,1.0
LHX,La Junta Municipal Airport,38.04970169,-103.5090027,4229,-7.0,A,3.0
LIH,Lihue Airport,21.97599983215332,-159.33900451660156,153,-10.0,N,8.0
LIT,Bill & Hillary Clinton National Airport/Adams Field,34.729400634799994,-92.2242965698,262,-6.0,A,2.0
LKP,Lake Placid Airport,44.2644996643,-73.96189880370001,1747,-5.0,A,1.0
LLQ,Monticello Municipal Ellis Field,33.6385994,-91.75099945,270,,,
LMT,Klamath Falls Airport,42.15610122680664,-121.73300170898438,4095,-8.0,A,6.0
LNA,Palm Beach County Park Airport,26.59300041,-80.08509827,14,-5.0,A,1.0
LNK,Lincoln Airport,40.85100173950195,-96.75920104980469,1219,-6.0,A,2.0
LNN,Willoughby Lost Nation Municipal Airport,41.683998107899995,-81.3897018433,626,-5.0,A,1.0
LNR,Tri-County Regional Airport,43.2117004395,-90.181602478,717,-6.0,A,2.0
LNS,Lancaster Airport,40.121700286865234,-76.29609680175781,403,-5.0,A,1.0
LNY,Lanai Airport,20.785600662231445,-156.9510040283203,1308,-10.0,N,8.0
LOL,Derby Field,40.0663986206,-118.565002441,3904,,,
LOT,Lewis University Airport,41.6072998,-88.09619904,679,-6.0,A,2.0
LOU,Bowman Field,38.2280006409,-85.6636962891,546,-5.0,A,1.0
LOZ,London-Corbin Airport/Magee Field,37.0821990967,-84.08489990230001,1212,-5.0,A,1.0
LPC,Lompoc Airport,34.665599823,-120.46800231899999,88,-8.0,A,6.0
LPR,Lorain County Regional Airport,41.34429932,-82.17759705,793,-5.0,A,1.0
LPS,Lopez Island Airport,48.4838981628418,-122.93800354003906,209,-8.0,A,6.0
LQR,Larned Pawnee County Airport,38.20859909,-99.08599854,2012,-5.0,A,
LRD,Laredo International Airport,27.543800354003906,-99.46160125732422,508,-6.0,A,2.0
LRF,Little Rock Air Force Base,34.916900634799994,-92.14969635010002,311,-6.0,A,2.0
LRO,Mt Pleasant Regional-Faison field,32.89780045,-79.78289795,12,-5.0,A,1.0
LRU,Las Cruces International Airport,32.289398193359375,-106.9219970703125,4456,-7.0,A,3.0
LSE,La Crosse Municipal Airport,43.879002,-91.256699,655,-6.0,A,2.0
LSF,Lawson Army Air Field (Fort Benning),32.337299346900004,-84.9913024902,232,-5.0,A,1.0
LSV,Nellis Air Force Base,36.2361984253,-115.033996582,1870,-8.0,A,6.0
LTS,Altus Air Force Base,34.667098999,-99.2667007446,1382,-6.0,A,2.0
LUF,Luke Air Force Base,33.534999847399995,-112.383003235,1085,-7.0,A,4.0
LUK,Cincinnati Municipal Airport Lunken Field,39.10329819,-84.41860199,483,-5.0,A,1.0
LUP,Kalaupapa Airport,21.21100044,-156.973999,24,-10.0,A,8.0
LUR,Cape Lisburne LRRS Airport,68.87509918,-166.1100006,16,-9.0,A,5.0
LVK,Livermore Municipal Airport,37.6934013367,-121.819999695,400,-8.0,A,6.0
LVM,Mission Field,45.6994018555,-110.447998047,4660,-7.0,A,3.0
LVS,Las Vegas Municipal Airport,35.6542015076,-105.141998291,6877,-7.0,A,3.0
LWA,South Haven Area Regional Airport,42.351200103759766,-86.25569915771484,666,-5.0,A,1.0
LWB,Greenbrier Valley Airport,37.8582992554,-80.3994979858,2302,-5.0,U,1.0
LWC,Lawrence Municipal Airport,39.01119995,-95.21659851,833,-6.0,A,2.0
LWM,Lawrence Municipal Airport,42.717201232899995,-71.1233978271,148,-5.0,A,1.0
LWS,Lewiston Nez Perce County Airport,46.3745002746582,-117.01499938964844,1442,-8.0,A,6.0
LWT,Lewistown Municipal Airport,47.04930114746094,-109.46700286865234,4170,-7.0,A,3.0
LXN,Jim Kelly Field,40.791000366199995,-99.7772979736,2413,-5.0,A,
LYH,Lynchburg Regional Preston Glenn Field,37.326698303222656,-79.20040130615234,938,-5.0,A,1.0
LYU,Ely Municipal Airport,47.82450104,-91.83070374,1456,-6.0,A,2.0
LZU,Gwinnett County Briscoe Field,33.97809982,-83.96240234,1061,-5.0,A,1.0
LZZ,Lampasas Airport,31.106199264526367,-98.1958999633789,1215,-5.0,A,
M94,Desert Aire Airport,46.687400817871094,-119.9209976196289,586,-8.0,A,6.0
MAE,Madera Municipal Airport,36.9886016846,-120.111999512,255,-8.0,A,6.0
MAF,Midland International Airport,31.9424991607666,-102.2020034790039,2871,-6.0,A,2.0
MBG,Mobridge Municipal Airport,45.54650116,-100.4079971,1716,,,
MBL,Manistee Co Blacker Airport,44.2723999,-86.24690247,621,-5.0,A,1.0
MBS,MBS International Airport,43.532901763916016,-84.07959747314453,668,-5.0,A,1.0
MCB,Mc Comb/Pike County Airport/John E Lewis Field,31.17849922,-90.47190094,413,,,
MCC,Mc Clellan Airfield,38.66759872,-121.401001,77,-8.0,A,6.0
MCE,Merced Regional Macready Field,37.28469849,-120.5139999,155,-8.0,A,6.0
MCF,Mac Dill Air Force Base,27.84930038,-82.52120209,14,-5.0,A,1.0
MCG,McGrath Airport,62.95289993,-155.6060028,341,-9.0,A,5.0
MCI,Kansas City International Airport,39.2976,-94.713898,1026,-6.0,A,2.0
MCK,Mc Cook Ben Nelson Regional Airport,40.20629883,-100.5920029,2583,-6.0,A,2.0
MCL,McKinley National Park Airport,63.7326011658,-148.910995483,1720,-9.0,A,5.0
MCN,Middle Georgia Regional Airport,32.69279861450195,-83.64920043945312,354,-5.0,A,1.0
MCO,Orlando International Airport,28.429399490356445,-81.30899810791016,96,-5.0,A,1.0
MCW,Mason City Municipal Airport,43.157798767100005,-93.3312988281,1213,-6.0,A,2.0
MDH,Southern Illinois Airport,37.778099060058594,-89.25199890136719,411,,,
MDT,Harrisburg International Airport,40.1935005188,-76.7633972168,310,-5.0,A,1.0
MDW,Chicago Midway International Airport,41.7859992980957,-87.75240325927734,620,-6.0,A,2.0
MEI,Key Field,32.33259963989258,-88.75189971923828,297,-6.0,A,2.0
MEJ,Meade Municipal Airport,37.27690124511719,-100.35600280761719,2529,-5.0,A,
MEM,Memphis International Airport,35.04240036010742,-89.97669982910156,341,-6.0,A,2.0
MEO,Dare County Regional Airport,35.91899872,-75.69550323,13,-5.0,A,1.0
MER,Castle Airport,37.38050079,-120.5680008,191,-8.0,A,6.0
MFD,Mansfield Lahm Regional Airport,40.82139968869999,-82.5166015625,1297,-5.0,A,1.0
MFE,Mc Allen Miller International Airport,26.17580032,-98.23860168,107,-6.0,A,2.0
MFI,Marshfield Municipal Airport,44.6369018555,-90.18930053710001,1277,-6.0,A,2.0
MFR,Rogue Valley International Medford Airport,42.37419891357422,-122.87300109863281,1335,-8.0,A,6.0
MGC,Michigan City Municipal Airport,41.703300476100004,-86.8211975098,655,-6.0,A,2.0
MGE,Dobbins Air Reserve Base,33.91540146,-84.51629639,1068,-5.0,A,1.0
MGJ,Orange County Airport,41.50999832,-74.26460266,364,-5.0,A,1.0
MGM,Montgomery Regional (Dannelly Field) Airport,32.30059814,-86.39399719,221,-6.0,A,2.0
MGW,Morgantown Municipal Walter L. Bill Hart Field,39.64289856,-79.91629791,1248,-5.0,A,1.0
MGY,Dayton-Wright Brothers Airport,39.5890007019,-84.224899292,957,-5.0,U,1.0
MHK,Manhattan Regional Airport,39.14099884033203,-96.6707992553711,1057,-6.0,A,2.0
MHM,Minchumina Airport,63.88600158691406,-152.302001953125,678,-9.0,A,5.0
MHR,Sacramento Mather Airport,38.55390167,-121.2979965,98,-8.0,A,6.0
MHT,Manchester Airport,42.93259811401367,-71.43569946289062,266,-5.0,A,1.0
MHV,Mojave Airport,35.05939865,-118.1520004,2801,-8.0,A,6.0
MIA,Miami International Airport,25.79319953918457,-80.29060363769531,8,-5.0,A,1.0
MIB,Minot Air Force Base,48.41559982,-101.3580017,1667,-6.0,A,2.0
MIC,Crystal Airport,45.0620002746582,-93.35389709472656,869,-6.0,A,2.0
MIE,Delaware County Johnson Field,40.2422981262207,-85.3958969116211,937,-5.0,U,1.0
MIV,Millville Municipal Airport,39.367801666259766,-75.07219696044922,85,-5.0,A,1.0
MKC,Charles B. Wheeler Downtown Airport,39.123199462890625,-94.5927963256836,759,-6.0,A,2.0
MKE,General Mitchell International Airport,42.947200775146484,-87.89659881591797,723,-6.0,A,2.0
MKG,Muskegon County Airport,43.16949844,-86.23819733,629,-5.0,A,1.0
MKK,Molokai Airport,21.15290069580078,-157.0959930419922,454,-10.0,N,8.0
MKL,Mc Kellar Sipes Regional Airport,35.59989929,-88.91560364,434,-6.0,A,2.0
MKO,Davis Field,35.65650177,-95.36669922,611,-6.0,A,2.0
MKT,Mankato Regional Airport,44.22159958,-93.91870117,1021,-6.0,A,
MLB,Melbourne International Airport,28.102800369262695,-80.64530181884766,33,-5.0,A,1.0
MLC,Mc Alester Regional Airport,34.88240051,-95.78350067,770,-6.0,A,2.0
MLD,Malad City Airport,42.16659927368164,-112.2969970703125,4503,-7.0,A,3.0
MLI,Quad City International Airport,41.44850158691406,-90.50749969482422,590,-6.0,A,2.0
MLJ,Baldwin County Airport,33.15420151,-83.24069977,385,-5.0,A,1.0
MLL,Marshall Don Hunter Sr Airport,61.8642997742,-162.026000977,103,-9.0,A,5.0
MLS,Frank Wiley Field,46.428001403808594,-105.88600158691406,2630,-7.0,A,3.0
MLT,Millinocket Municipal Airport,45.64780044555664,-68.68560028076172,408,-5.0,A,1.0
MLU,Monroe Regional Airport,32.51089859008789,-92.0376968383789,79,-6.0,A,2.0
MLY,Manley Hot Springs Airport,64.99759674069999,-150.643997192,270,-9.0,A,5.0
MMH,Mammoth Yosemite Airport,37.62409973,-118.8379974,7135,-8.0,A,6.0
MMI,McMinn County Airport,35.39730072,-84.56259918,875,-5.0,N,1.0
MMT,Mc Entire Joint National Guard Base,33.92079926,-80.80130005,254,,,
MMU,Morristown Municipal Airport,40.799400329589844,-74.41490173339844,187,-5.0,A,1.0
MMV,Mc Minnville Municipal Airport,45.19440079,-123.1360016,163,-8.0,A,6.0
MNM,Menominee Marinette Twin County Airport,45.12670135498047,-87.63839721679688,625,-6.0,A,2.0
MNZ,Manassas Regional Airport/Harry P. Davis Field,38.72140121,-77.51540375,192,-5.0,A,1.0
MOB,Mobile Regional Airport,30.691200256348,-88.242797851562,219,-6.0,A,2.0
MOD,Modesto City Co-Harry Sham Field,37.62580109,-120.9540024,97,-8.0,A,6.0
MOT,Minot International Airport,48.2593994140625,-101.27999877929688,1716,-6.0,A,2.0
MOU,Mountain Village Airport,62.095401763916016,-163.6820068359375,337,-9.0,A,5.0
MPO,Pocono Mountains Municipal Airport,41.13750076,-75.37889862,1915,-5.0,A,
MPR,Mc Pherson Airport,38.35240173,-97.69129944,1498,-5.0,A,
MPV,Edward F Knapp State Airport,44.20349884,-72.56230164,1166,-5.0,A,1.0
MQT,Sawyer International Airport,46.353599548300004,-87.395401001,1221,-5.0,A,1.0
MRB,Eastern WV Regional Airport/Shepherd Field,39.40190125,-77.98459625,565,-5.0,A,1.0
MRF,Marfa Municipal Airport,30.371099,-104.017997,4849,-5.0,A,
MRI,Merrill Field,61.2135009765625,-149.843994140625,137,-9.0,A,5.0
MRK,Marco Island Airport,25.9950008392,-81.6725006104,5,-5.0,A,1.0
MRN,Foothills Regional Airport,35.8202018737793,-81.61139678955078,1270,-5.0,A,1.0
MRT,Union County Airport,40.224700927734375,-83.35160064697266,1021,-5.0,A,
MRY,Monterey Peninsula Airport,36.58700180053711,-121.84300231933594,257,-8.0,A,6.0
MSL,Northwest Alabama Regional Airport,34.74530029,-87.61019897,551,-6.0,A,2.0
MSN,Dane County Regional Truax Field,43.13990020751953,-89.3375015258789,887,-6.0,A,2.0
MSO,Missoula International Airport,46.91630173,-114.0910034,3206,-7.0,A,3.0
MSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,44.881999969499994,-93.22180175780001,841,-6.0,A,2.0
MSS,Massena International Richards Field,44.93579864501953,-74.84559631347656,215,-5.0,A,1.0
MSY,Louis Armstrong New Orleans International Airport,29.99340057373047,-90.25800323486328,4,-6.0,A,2.0
MTC,Selfridge Angb Airport,42.608299255371094,-82.83550262451172,580,-5.0,A,1.0
MTH,The Florida Keys Marathon Airport,24.72610092,-81.05139923,5,-5.0,A,1.0
MTJ,Montrose Regional Airport,38.509799957300004,-107.893997192,5759,-7.0,A,3.0
MTM,Metlakatla Seaplane Base,55.13100051879883,-131.5780029296875,0,-9.0,A,5.0
MTN,Martin State Airport,39.32569885,-76.4138031,21,-5.0,A,1.0
MTP,Montauk Airport,41.076499938964844,-71.9207992553711,6,-4.0,A,
MUE,Waimea Kohala Airport,20.001300811767578,-155.66799926757812,2671,-10.0,A,8.0
MUI,Muir Army Air Field (Fort Indiantown Gap) Airport,40.43479919,-76.56939697,488,-5.0,A,1.0
MUO,Mountain Home Air Force Base,43.043598,-115.872002,2996,-7.0,A,3.0
MVL,Morrisville Stowe State Airport,44.53459930419999,-72.6139984131,732,-5.0,A,1.0
MVY,Martha's Vineyard Airport,41.3931007385,-70.6143035889,67,-5.0,A,1.0
MWA,Williamson County Regional Airport,37.75500107,-89.01110077,472,-6.0,A,2.0
MWC,Lawrence J Timmerman Airport,43.11040115356445,-88.0344009399414,745,-6.0,A,2.0
MWH,Grant County International Airport,47.20769882,-119.3199997,1189,-8.0,A,6.0
MWL,Mineral Wells Airport,32.7816009521,-98.0602035522,974,-6.0,A,2.0
MWM,Windom Municipal Airport,43.91339874267578,-95.1093978881836,1410,-6.0,A,2.0
MXF,Maxwell Air Force Base,32.38290023803711,-86.36579895019531,171,-6.0,A,2.0
MYL,McCall Municipal Airport,44.88970184,-116.1009979,5024,-7.0,A,3.0
MYR,Myrtle Beach International Airport,33.6796989441,-78.9282989502,25,-5.0,A,1.0
MYU,Mekoryuk Airport,60.37139892578125,-166.27099609375,48,-9.0,A,5.0
MYV,Yuba County Airport,39.09780121,-121.5699997,64,-8.0,A,6.0
MZJ,Pinal Airpark,32.5106010437,-111.32800293,1893,-7.0,N,4.0
NBG,New Orleans NAS JRB/Alvin Callender Field,29.82530022,-90.03500366,2,-6.0,A,2.0
NCN,Chenega Bay Airport,60.0773010254,-147.992004395,72,-9.0,A,5.0
NEL,Lakehurst Maxfield Field Airport,40.03329849,-74.353302,101,-5.0,A,1.0
NEW,Lakefront Airport,30.042400360107,-90.028297424316,8,-6.0,A,2.0
NGF,Kaneohe Bay MCAS (Marion E. Carl Field) Airport,21.4505004883,-157.768005371,24,-10.0,A,8.0
NGP,Corpus Christi Naval Air Station/Truax Field,27.69260025,-97.29109955,18,-6.0,A,2.0
NGU,Norfolk Ns (Chambers Fld) Airport,36.93759918,-76.28929901,17,-5.0,A,1.0
NHK,Patuxent River Naval Air Station/Trapnell Field Aiport,38.2859993,-76.41179657,39,-5.0,A,1.0
NHZ,Brunswick Executive Airport,43.89220047,-69.93859863,72,,,
NIB,Nikolai Airport,63.01860046386719,-154.35800170898438,441,-9.0,A,5.0
NID,China Lake Naws (Armitage Field) Airport,35.6853981,-117.6920013,2283,-8.0,A,6.0
NJK,El Centro Naf Airport,32.829200744628906,-115.6719970703125,-42,-8.0,A,6.0
NKX,Miramar Marine Corps Air Station - Mitscher Field,32.86840057,-117.1429977,477,-8.0,A,6.0
NLC,Lemoore Naval Air Station (Reeves Field) Airport,36.33300018,-119.9520035,232,-8.0,A,6.0
NLG,Nelson Lagoon Airport,56.007499694824,-161.16000366211,14,-9.0,A,5.0
NME,Nightmute Airport,60.471000671387,-164.70100402832,4,-9.0,A,5.0
NNL,Nondalton Airport,59.980201721191,-154.8390045166,314,-9.0,A,5.0
NOW,Port Angeles Cgas Airport,48.14149856567383,-123.41400146484375,13,-8.0,A,6.0
NPA,Pensacola Naval Air Station/Forrest Sherman Field,30.35269928,-87.31860352,28,-6.0,A,2.0
NQA,Millington Regional Jetport Airport,35.356700897217,-89.870300292969,320,-6.0,A,2.0
NQX,Naval Air Station Key West/Boca Chica Field,24.57579994,-81.68890381,6,-5.0,A,1.0
NRB,Naval Station Mayport (Admiral David L. Mcdonald Field),30.39109993,-81.42469788,15,,,
NSE,Whiting Field Naval Air Station - North,30.7241993,-87.02189636,199,-6.0,A,2.0
NTD,Point Mugu Naval Air Station (Naval Base Ventura Co),34.120300293,-119.121002197,13,-8.0,A,6.0
NTU,Oceana NAS,36.8207016,-76.03350067,23,-5.0,A,1.0
NUI,Nuiqsut Airport,70.2099990845,-151.005996704,38,-9.0,A,5.0
NUL,Nulato Airport,64.72930145263672,-158.07400512695312,399,-9.0,A,5.0
NUQ,Moffett Federal Airfield,37.416099548339844,-122.04900360107422,32,-8.0,A,6.0
NUW,Whidbey Island Naval Air Station /Ault Field/ Airport,48.35179901,-122.6559982,47,-8.0,A,6.0
NXP,Twentynine Palms (Self) Airport,34.2961998,-116.1620026,2051,-8.0,A,6.0
NXX,Willow Grove Naval Air Station/Joint Reserve Base,40.19979858,-75.14820099,358,-5.0,A,1.0
NYG,Quantico MCAF /Turner field,38.50170135,-77.30529785,10,-5.0,A,1.0
NZY,North Island Naval Air Station-Halsey Field,32.69919968,-117.2149963,26,-8.0,A,6.0
OAJ,Albert J Ellis Airport,34.8292007446,-77.61209869380001,94,-5.0,A,1.0
OAK,Metropolitan Oakland International Airport,37.72129821777344,-122.22100067138672,9,-8.0,A,6.0
OAR,Marina Municipal Airport,36.68190002,-121.762001,137,-8.0,A,6.0
OBE,Okeechobee County Airport,27.262800216699997,-80.8498001099,34,-5.0,A,1.0
OBU,Kobuk Airport,66.9123001099,-156.897003174,137,-9.0,A,5.0
OCA,Ocean Reef Club Airport,25.325399398804,-80.274803161621,8,-5.0,A,1.0
OCF,Ocala International Airport - Jim Taylor Field,29.17259979,-82.22419739,90,-5.0,A,1.0
OCW,Warren Field,35.570499420166,-77.049797058105,38,-5.0,A,1.0
OEB,Branch County Memorial Airport,41.9333992,-85.05259705,959,-5.0,A,1.0
OEL,Oryol Yuzhny Airport,52.934700012200004,36.0022010803,656,-5.0,A,
OFF,Offutt Air Force Base,41.118301391602,-95.912498474121,1052,-6.0,A,2.0
OFK,Karl Stefan Memorial Airport,41.985500335693,-97.435096740723,1573,-6.0,A,
OGB,Orangeburg Municipal Airport,33.456798553467,-80.859497070312,195,,,
OGD,Ogden Hinckley Airport,41.195899963379,-112.0120010376,4473,-7.0,A,3.0
OGG,Kahului Airport,20.89859962463379,-156.42999267578125,54,-10.0,N,8.0
OGS,Ogdensburg International Airport,44.6819000244,-75.46549987790002,297,-5.0,A,1.0
OJC,Johnson County Executive Airport,38.84759903,-94.73760223,1096,-6.0,A,2.0
OKC,Will Rogers World Airport,35.39310073852539,-97.60070037841797,1295,-6.0,A,2.0
OKK,Kokomo Municipal Airport,40.528198242188,-86.05899810791,830,-4.0,A,
OLF,L M Clayton Airport,48.094501495399996,-105.574996948,1986,-7.0,A,3.0
OLM,Olympia Regional Airport,46.9693985,-122.9029999,209,-8.0,A,6.0
OLS,Nogales International Airport,31.417699813842773,-110.8479995727539,3955,-7.0,A,4.0
OLU,Columbus Municipal Airport,41.44800186,-97.34259796,1447,,,
OLV,Olive Branch Airport,34.9786987305,-89.78690338130001,402,-6.0,A,2.0
OMA,Eppley Airfield,41.303199768066406,-95.89409637451172,984,-6.0,A,2.0
OME,Nome Airport,64.51219940185547,-165.44500732421875,37,-9.0,A,5.0
OMN,Ormond Beach Municipal Airport,29.300600051879883,-81.11360168457031,29,-5.0,A,1.0
ONP,Newport Municipal Airport,44.58039855957031,-124.05799865722656,160,-8.0,A,6.0
ONT,Ontario International Airport,34.055999755859375,-117.60099792480469,944,-8.0,A,6.0
OOK,Toksook Bay Airport,60.54140091,-165.0870056,59,-9.0,A,5.0
OPF,Opa-locka Executive Airport,25.90699959,-80.27839661,8,-5.0,A,1.0
OQN,Brandywine Airport,39.9901008605957,-75.58190155029297,466,-5.0,A,1.0
OQU,Quonset State Airport,41.597099304199,-71.412101745605,18,-5.0,A,1.0
ORD,Chicago O'Hare International Airport,41.97859955,-87.90480042,672,-6.0,A,2.0
ORF,Norfolk International Airport,36.89459991455078,-76.20120239257812,26,-5.0,A,1.0
ORH,Worcester Regional Airport,42.26729965209961,-71.87570190429688,1009,-5.0,A,1.0
ORL,Orlando Executive Airport,28.545499801636,-81.332901000977,113,-5.0,A,1.0
ORT,Northway Airport,62.9612999,-141.9290009,1715,-9.0,A,5.0
ORV,Robert (Bob) Curtis Memorial Airport,66.81790161,-161.0189972,55,-9.0,A,5.0
OSC,Oscoda Wurtsmith Airport,44.45159912,-83.39409637,633,-5.0,A,1.0
OSH,Wittman Regional Airport,43.98440170288086,-88.55699920654297,808,-6.0,A,2.0
OSU,Ohio State University Airport,40.0797996521,-83.072998046875,905,-5.0,U,1.0
OTH,Southwest Oregon Regional Airport,43.41709899902344,-124.24600219726562,17,-8.0,A,6.0
OTM,Ottumwa Regional Airport,41.10660172,-92.44789886,845,,,
OTZ,Ralph Wien Memorial Airport,66.88469696,-162.598999,14,-9.0,A,5.0
OWB,Owensboro Daviess County Airport,37.74010086,-87.16680145,407,-6.0,A,2.0
OWD,Norwood Memorial Airport,42.1904983521,-71.1728973389,49,-5.0,A,1.0
OXC,Waterbury Oxford Airport,41.47859954834,-73.135200500488,726,-5.0,A,1.0
OXR,Oxnard Airport,34.200801849365,-119.20700073242,45,-8.0,A,6.0
OZA,Ozona Municipal Airport,30.735300064087,-101.20300292969,2381,-6.0,A,2.0
